invoice_ref,vendor_id,customer_id,company_code,invoice_date,posting_date,baseline_date,currency,gross_amount,tax_amount,tax_code,gl_account,cost_centre,profit_centre,payment_terms,reference,header_text,assignment,item_text
INV-2025-02548,V1015,C2013,3000,2025-08-05,2025-08-10,2025-08-05,JPY,54051.17,10810.23,A2,600200,CC2020,PC2000,ZB02,PO-99596,"Office supplies 2025-08",PROJECT-BETA,"Annual renewal"
INV-2025-02549,V1011,C2006,2000,2025-11-21,2025-11-22,2025-11-24,EUR,209709.92,14679.69,A1,700200,CC2010,,ZB01,PO-88750,"Insurance premium",PROJECT-ZETA,"Early payment discount"
INV-2025-02550,V1004,C2011,2000,2025-05-25,2025-05-26,2025-05-28,SGD,455668.43,0.00,V0,400200,CC3020,PC2002,ZN45,PO-90463,"HVAC maintenance 2025-05",R&D-PHASE1,"Monthly service fee"
INV-2025-02551,V1006,C2009,3000,2025-10-23,2025-10-23,2025-10-26,SGD,346523.10,17326.15,A2,500200,CC1010,PC3001,ZB01,,"Safety equipment",MAINT-Q3,"Service completion"
INV-2025-02552,V1009,C2011,2000,2025-01-20,2025-01-25,2025-01-20,EUR,300257.18,0.00,V0,500300,CC2010,PC3000,ZN30,PO-85943,"Telecommunications 2025-01",R&D-PHASE1,"Early payment discount"
INV-2026-02553,V1012,C2013,4000,2026-03-10,2026-03-12,2026-03-10,AUD,436684.48,21834.22,A1,400100,CC3010,PC4000,ZN60,,"Research materials 2026-03",MAINT-Q1,"Credit note adjustment"
INV-2025-02554,V1008,C2002,4000,2025-07-17,2025-07-21,2025-07-17,AUD,342374.83,51356.22,V2,400200,CC3020,PC2000,ZN14,PO-98681,"Server equipment 2025-07",PROJECT-BETA,"Credit note adjustment"
INV-2025-02555,V1020,C2001,1000,2025-12-19,2025-12-23,2025-12-22,USD,263504.31,39525.65,V2,400500,CC3020,PC2001,,PO-97962,"Building repairs",PROJECT-GAMMA,"Late delivery penalty"
INV-2025-02556,V1001,C2012,4000,2025-05-28,2025-05-29,2025-05-29,GBP,408035.22,20401.76,A1,500200,CC1010,PC2002,ZN45,PO-88552,"Consulting services",IT-REFRESH,"Advance payment"
INV-2025-02557,V1012,C2007,3000,2025-10-17,2025-10-20,2025-10-19,GBP,149733.07,14973.31,V2,700200,CC3010,PC4000,ZB01,PO-88692,"Elevator servicing",FACILITIES,"Volume discount"
INV-2025-02558,V1018,C2003,1000,2025-06-08,2025-06-08,2025-06-11,GBP,222715.84,44543.17,V3,400300,CC2020,PC2002,ZN60,PO-99125,"Hardware procurement 2025-06",FACILITIES,"Advance payment"
INV-2025-02559,V1004,C2003,4000,2025-01-16,2025-01-21,2025-01-18,GBP,160708.93,8035.45,A1,500200,CC1030,PC4000,ZN30,PO-80436,"Reception services",R&D-PHASE1,"Debit note"
INV-2026-02560,V1019,C2011,1000,2026-03-13,2026-03-15,2026-03-15,CHF,416977.37,0.00,V0,500300,CC1020,PC2002,,PO-82167,"Cloud hosting fees",PROJECT-ETA,"Scheduled maintenance"
,V1014,C2014,1000,2025-08-28,2025-08-30,2025-08-29,SGD,133618.00,13361.80,V2,400200,CC3020,PC3001,ZB01,PO-80230,"Contractor payments",PROJECT-BETA,"Credit note adjustment"
INV-2025-02562,V1007,C2001,1000,2025-05-14,2025-05-18,2025-05-16,AUD,428556.61,42855.66,A1,500100,CC1030,PC3001,ZN45,PO-94674,"Server equipment",MAINT-Q2,"Quarterly invoice"
INV-2025-02563,V1002,C2015,2000,2025-04-12,2025-04-16,2025-04-14,AUD,137108.57,13710.86,A2,400100,CC3020,PC2000,ZN14,PO-85264,"Energy costs",PROJECT-BETA,"Quality inspection"
INV-2025-02564,V1016,C2011,4000,2025-07-29,2025-08-03,2025-07-29,GBP,254040.66,38106.10,V2,700200,CC2010,PC2003,ZN14,PO-94168,"Contractor payments",MAINT-Q3,"Monthly service fee"
INV-2026-02565,V1011,C2008,2000,2026-03-30,2026-04-01,2026-04-02,SGD,4528.64,905.73,A1,500100,CC2010,PC3000,ZB02,PO-90530,"Marketing materials",R&D-PHASE1,"Partial delivery"
INV-2025-02566,V1010,C2002,1000,2025-12-20,2025-12-21,2025-12-22,AUD,348629.71,0.00,V0,600100,CC1040,PC2003,ZN90,PO-96536,"Annual licence renewal",PROJECT-BETA,"Volume discount"
INV-2025-02567,V1005,C2003,4000,2025-02-03,2025-02-03,2025-02-03,AUD,463437.22,46343.72,A1,400300,CC1030,,ZN14,PO-86406,"Equipment rental 2025-02",MAINT-Q2,"Project milestone payment"
INV-2025-02568,V1002,C2012,4000,2025-11-01,2025-11-03,2025-11-03,GBP,305169.55,45775.43,A2,400200,CC1010,PC2000,ZB02,PO-86593,"Recruitment costs",OPEX-2026,"Standard order"
INV-2025-02569,V1009,C2014,2000,2025-10-20,2025-10-21,2025-10-20,USD,463355.15,0.00,V0,500100,CC1030,PC2001,ZN60,PO-97866,"Legal advisory",PROJECT-ZETA,"Standard order"
INV-2026-02570,,C2012,2000,2026-03-15,2026-03-15,2026-03-18,USD,199173.05,39834.61,V1,500300,CC_INVALID,PC2002,ZN30,PO-92758,"Mail handling 2026-03",MKT-CAMPAIGN,"Full delivery"
INV-2025-02571,V1016,C2006,3000,2025-11-02,2025-11-07,2025-11-02,SGD,428772.96,42877.30,V3,700100,CC1040,PC2001,ZN30,PO-85303,"Data centre costs 2025-11",OPEX-2026,"Progress billing"
INV-2025-02572,V1019,C2002,3000,2025-12-15,2025-12-20,2025-12-16,JPY,452964.14,90592.83,V2,500100,CC2010,PC3000,ZN45,PO-84907,"Recruitment costs",MKT-CAMPAIGN,"Quality inspection"
INV-2025-02573,V1001,C2008,2000,2025-01-09,2025-01-10,2025-01-11,USD,446681.60,44668.16,V3,400200,CC1030,PC2003,ZN14,PO-90631,"Audit fees",PROJECT-EPSILON,"Final settlement"
INV-2025-02574,VXXX,C2010,1000,2025-10-14,2025-10-14,2025-10-14,EUR,173343.15,0.00,V0,500200,CC_INVALID,PC3000,ZB02,,"Energy costs",PROJECT-ZETA,"Annual renewal"
INV-2026-02575,V9999,C9999,,2026-03-15,2026-03-16,2026-03-16,CAD,407665.16,0.00,V0,000000,CC_INVALID,PC3000,ZN30,PO-81470,"Vehicle leasing",PROJECT-EPSILON,"Progress billing"
INV-2025-02576,V1007,C2008,4000,2025-01-08,2025-01-08,2025-01-10,USD,336352.81,0.00,V0,400500,CC3010,PC2000,ZN45,PO-81236,"Legal advisory 2025-01",CAPEX-2026,"Debit note"
INV-2025-02577,V1009,C2005,4000,2025-07-30,2025-08-01,2025-07-30,JPY,56760.90,3973.26,A1,400500,CC1050,PC2003,,PO-81701,"Network infrastructure 2025-07",R&D-PHASE2,"Rework charges"
INV-2026-02578,V1014,C2014,4000,2026-01-05,2026-01-08,2026-01-08,CHF,266859.30,26685.93,V3,700200,CC1020,PC3000,ZB01,PO-95975,"Energy costs",CAPEX-2026,"Volume discount"
INV-2025-02579,V1018,C2001,2000,2025-01-07,2025-01-07,2025-01-07,USD,449340.09,0.00,V0,600200,CC1020,PC2003,ZN45,PO-90905,"Building repairs",MKT-CAMPAIGN,"Service completion"
INV-2025-02580,V1007,C2010,2000,2025-05-15,2025-05-17,2025-05-18,CHF,211136.92,42227.38,A2,500300,CC3020,PC3000,ZN90,PO-99610,"Server equipment",OPEX-2026,"Quarterly invoice"
INV-2026-02581,V1010,C2009,1000,2026-03-25,2026-03-25,2026-03-27,CAD,417677.73,29237.44,A2,500100,CC1050,PC2000,ZN90,PO-86361,"Insurance premium",PROJECT-GAMMA,"Scheduled maintenance"
INV-2025-02582,V1017,C2015,3000,2025-02-23,2025-02-26,2025-02-24,JPY,414784.74,20739.24,A1,700100,CC2030,PC2001,ZN45,PO-89836,"Annual licence renewal",MAINT-Q3,"Quality inspection"
INV-2025-02583,V1008,C2011,2000,2025-12-07,2025-12-10,2025-12-08,JPY,217062.67,0.00,V0,400400,CC1010,PC4000,ZB02,PO-84830,"Water treatment",R&D-PHASE2,"Volume discount"
INV-2026-02584,V1011,C2003,4000,2026-02-18,2026-02-20,2026-02-21,AUD,81899.36,12284.90,A2,400400,CC1030,PC2000,ZN60,PO-95751,"Vehicle leasing",PROJECT-ALPHA,"Emergency repair"
INV-2025-02585,V1007,C2009,3000,2025-02-23,2025-02-24,2025-02-24,SGD,214130.93,14989.17,V2,500100,CC3010,PC4000,ZN45,PO-91658,"Hardware procurement",PROJECT-ALPHA,"Retainer fee"
INV-2026-02586,V1002,C2005,4000,2026-02-20,2026-02-20,2026-02-20,CHF,84080.40,4204.02,V2,500100,CC3020,PC2003,ZN30,PO-92396,"Audit fees",IT-REFRESH,"Final settlement"
INV-2025-02587,V1010,C2004,2000,2025-06-27,2025-06-30,2025-06-30,AUD,135483.91,0.00,V0,700200,CC1030,PC2002,ZB02,PO-98250,"Software licences 2025-06",PROJECT-THETA,"Rebate claim"
INV-2025-02588,V1017,C2010,1000,2025-07-19,2025-07-19,2025-07-22,CAD,395585.08,79117.02,V1,400300,CC1050,PC2002,ZB02,,"Legal advisory",PROJECT-GAMMA,"Commission payment"
INV-2025-02589,V1020,C2001,4000,2025-12-02,2025-12-03,2025-12-05,SGD,411416.17,28799.13,V3,600200,CC1020,PC3000,ZN60,,"Lab equipment",FACILITIES,"Quality inspection"
INV-2026-02590,V1006,C2002,1000,2026-02-07,2026-02-10,2026-02-09,EUR,53648.29,2682.41,V3,700200,CC1010,PC4000,ZB01,PO-87216,"Server equipment 2026-02",PROJECT-ALPHA,"One-time purchase"
INV-2025-02591,V1016,C2001,2000,2025-10-23,2025-10-26,2025-10-26,EUR,286906.74,57381.35,A1,500100,CC2020,PC3001,,PO-83432,"Office supplies",FACILITIES,"Blanket PO release"
INV-2025-02592,V1003,C2010,4000,2025-03-19,2025-03-19,2025-03-21,EUR,333554.89,16677.74,A1,500100,CC1040,PC2002,ZN14,PO-88473,"Insurance premium 2025-03",R&D-PHASE1,"Full delivery"
INV-2025-02593,V1015,C2005,4000,2025-04-09,2025-04-09,2025-04-09,USD,414508.24,0.00,V0,400400,CC1010,PC4000,ZN60,PO-81496,"Contractor payments",OPEX-2026,"Project milestone payment"
INV-2026-02594,V1007,C2004,2000,2026-03-15,2026-03-19,2026-03-17,GBP,398087.74,19904.39,V2,400500,CC2030,PC2003,ZN14,PO-92106,"Staff training 2026-03",HR-ONBOARD,"Full delivery"
INV-2026-02595,V1012,C2003,1000,2026-01-25,2026-01-27,2026-01-28,JPY,16619.13,0.00,V0,400100,CC1040,PC3000,,PO-82095,"Temporary staffing 2026-01",HR-ONBOARD,"Service completion"
INV-2025-02596,V1010,C2008,1000,2025-10-25,2025-10-27,2025-10-25,CAD,377818.45,0.00,V0,500100,CC1040,PC4000,ZN90,PO-80253,"Vehicle leasing",MAINT-Q1,"Debit note"
INV-2025-02597,V1015,C2002,4000,2025-04-22,2025-04-22,2025-04-23,CHF,215875.44,15111.28,V1,400400,CC1050,PC3000,ZN90,PO-87367,"Catering services",PROJECT-BETA,"Credit note adjustment"
INV-2025-02598,V1003,C2005,1000,2025-04-17,2025-04-22,2025-04-17,CAD,188729.39,37745.88,A1,500300,CC2010,PC2003,ZB02,PO-94950,"Water treatment",PROJECT-ZETA,"Phase 1 delivery"
INV-2025-02562,V1010,C2010,4000,2025-05-16,2025-05-19,2025-05-19,SGD,23528.75,0.00,V0,500300,CC2030,PC2002,ZN45,PO-99976,"Reception services",PROJECT-DELTA,"Progress billing"
INV-2025-02600,V1016,C2011,3000,2025-03-26,2025-03-30,2025-03-29,EUR,90826.97,18165.39,V1,400500,CC1010,PC3000,ZB01,,"Legal advisory",R&D-PHASE1,"Debit note"
INV-2025-02601,V1005,C2009,2000,2025-09-09,2025-09-14,2025-09-12,CAD,357241.64,71448.33,V1,500100,CC1020,PC2001,,PO-93276,"Software licences 2025-09",FACILITIES,"Project milestone payment"
INV-2025-02602,V1013,C2015,3000,2025-05-18,2025-05-23,2025-05-18,AUD,136061.80,0.00,V0,400100,CC3010,PC2003,,PO-92937,"Office supplies",MAINT-Q2,"Rework charges"
INV-2025-02603,V1003,C2002,3000,2025-12-09,2025-12-10,2025-12-12,SGD,392976.03,19648.80,V1,600200,CC1040,PC3001,,PO-96098,"Legal advisory 2025-12",PROJECT-THETA,"Rebate claim"
INV-2025-02604,V1014,C2007,4000,2025-10-04,2025-10-07,2025-10-07,GBP,17112.65,0.00,V0,400500,CC1050,PC3000,ZN45,PO-99493,"Subscription fees",MAINT-Q3,"Ad-hoc request"
INV-2025-02271,V1017,C2013,2000,2025-08-10,2025-08-15,2025-08-12,CAD,159303.18,11151.22,V2,400400,CC1010,PC4000,ZN30,PO-90990,"Energy costs",OPEX-2026,"Rework charges"
INV-2025-02606,V1010,C2005,2000,2025-01-30,2025-02-02,2025-01-31,GBP,41050.13,4105.01,A2,600100,CC1040,PC2001,ZN90,PO-88378,"Research materials 2025-01",HR-ONBOARD,"Emergency repair"
INV-2026-02607,V1013,C2006,4000,2026-01-25,2026-01-27,2026-01-28,CAD,196840.31,39368.06,V2,400100,CC1010,,ZN14,PO-90129,"Travel expenses",PROJECT-EPSILON,"One-time purchase"
INV-2025-02608,V1014,C2007,3000,2025-07-14,2025-07-15,2025-07-17,EUR,400263.15,40026.32,V3,400300,CC1050,PC3001,ZN14,PO-82311,"Contractor payments 2025-07",PROJECT-ALPHA,"Standard order"
INV-2025-02454,V1012,C2011,4000,2025-06-02,2025-06-03,2025-06-05,JPY,267618.48,13380.92,V2,700200,CC2010,PC2003,ZN30,PO-92685,"Hardware procurement",MAINT-Q3,"Monthly service fee"
INV-2025-02610,V1018,C2012,3000,2025-10-06,2025-10-08,2025-10-07,JPY,175744.98,12302.15,V3,500300,CC2020,PC2002,,PO-83486,"Lab equipment",PROJECT-BETA,"Final settlement"
INV-2025-02611,V1018,C2013,4000,2025-12-17,2025-12-20,2025-12-18,CAD,204007.05,0.00,V0,400400,CC3010,PC3001,ZN30,PO-99203,"Catering services",MAINT-Q1,"Phase 2 delivery"
INV-2025-02612,V1017,C2009,1000,2025-01-01,2025-01-05,2025-01-01,GBP,253156.80,37973.52,V3,600100,CC1030,PC3001,ZB02,PO-96202,"Travel expenses",PROJECT-GAMMA,"Emergency repair"
INV-2025-02613,V1020,C2013,2000,2025-11-05,2025-11-10,2025-11-05,CAD,237801.47,11890.07,V1,500100,CC1010,PC3001,ZN30,PO-84717,"Equipment rental",PROJECT-THETA,"Progress billing"
INV-2025-02614,V1018,C2011,3000,2025-11-23,2025-11-24,2025-11-25,USD,191366.34,0.00,V0,400500,CC2030,PC3001,ZB02,PO-96440,"Contractor payments",FACILITIES,"One-time purchase"
INV-2025-02615,V1008,C2003,3000,2025-06-16,2025-06-17,2025-06-16,CAD,360696.42,0.00,V0,400100,CC2030,PC2002,,PO-81539,"Courier services",MAINT-Q1,"Blanket PO release"
INV-2025-02616,V1017,C2004,4000,2025-12-10,2025-12-12,2025-12-13,USD,220085.90,11004.30,V1,500300,CC2030,PC2002,ZN45,PO-80853,"Audit fees",R&D-PHASE2,"Advance payment"
INV-2025-02617,,C0000,,2025-11-17,2025-11-22,2025-11-20,USD,156304.00,23445.60,V2,000000,,,ZN14,PO-87879,"Mail handling",PROJECT-ALPHA,"Debit note"
INV-2025-02618,V1020,C2004,2000,2025-09-30,2025-10-02,2025-10-01,EUR,321801.40,16090.07,V1,500300,CC3020,PC3001,,PO-92015,"Cloud hosting fees",MAINT-Q4,"Partial delivery"
INV-2025-02619,V1010,C2009,4000,2025-08-17,2025-08-22,2025-08-18,JPY,283180.35,42477.05,V1,500100,CC1030,PC3001,ZN90,PO-97738,"HVAC maintenance",PROJECT-BETA,"Project milestone payment"
INV-2026-02620,V1018,C2002,1000,2026-02-13,2026-02-13,2026-02-14,AUD,337132.46,23599.27,A2,500300,CC3010,PC2000,,PO-94095,"Fire safety inspection",MKT-CAMPAIGN,"Debit note"
INV-2025-02621,V1004,C2005,1000,2025-11-07,2025-11-09,2025-11-10,GBP,81855.55,4092.78,A2,400400,CC2030,PC2003,ZB02,PO-95337,"Waste disposal",PROJECT-ALPHA,"Commission payment"
INV-2025-02622,V1012,C2004,4000,2025-07-17,2025-07-21,2025-07-17,GBP,28359.70,5671.94,V1,400200,CC1030,PC2001,ZN60,PO-81875,"Legal advisory",PROJECT-BETA,"Advance payment"
INV-2025-00012,V1003,C2009,1000,2025-03-03,2025-03-04,2025-03-06,JPY,403750.47,28262.53,A1,600200,CC1050,PC2002,ZN14,PO-85402,"Server equipment 2025-03",PROJECT-ALPHA,"Phase 1 delivery"
INV-2026-02624,V1013,C2009,4000,2026-03-28,2026-04-01,2026-03-29,CAD,160368.53,11225.80,V3,500100,CC3020,PC2003,ZN14,PO-82121,"Reception services",PROJECT-THETA,"Phase 2 delivery"
INV-2026-02625,,,,2026-03-11,2026-03-14,2026-03-12,SGD,342443.04,51366.46,A2,,CC0000,PC2000,ZN30,PO-93986,"Hardware procurement 2026-03",MAINT-Q3,"Progress billing"
INV-2025-02626,V1008,C2005,2000,2025-09-11,2025-09-13,2025-09-13,USD,405922.18,0.00,V0,400500,CC1030,,ZN90,PO-98879,"Contractor payments",R&D-PHASE1,"Rework charges"
INV-2025-02627,V1020,C2012,3000,2025-09-10,2025-09-12,2025-09-13,EUR,152964.83,7648.24,A2,400400,CC1020,,ZB01,PO-86754,"Telecommunications",PROJECT-EPSILON,"Debit note"
INV-2025-02628,V1009,C2011,2000,2025-04-01,2025-04-01,2025-04-03,EUR,193904.49,9695.22,V1,400400,CC1010,PC2001,ZB01,PO-82482,"Staff training 2025-04",IT-REFRESH,"Early payment discount"
INV-2025-02629,V1019,C2008,2000,2025-12-29,2026-01-01,2026-01-01,CAD,277133.34,0.00,V0,400400,CC2010,PC2000,ZB01,PO-87227,"Legal advisory",CAPEX-2026,"Credit note adjustment"
INV-2025-02630,V1007,C2007,4000,2025-06-10,2025-06-15,2025-06-13,AUD,273768.20,54753.64,V2,600100,CC1030,PC2000,ZN90,PO-96799,"Security services 2025-06",PROJECT-EPSILON,"Monthly service fee"
INV-2025-02631,V1015,C2014,4000,2025-09-07,2025-09-12,2025-09-09,GBP,490648.41,49064.84,A2,400100,CC1050,PC2003,ZN60,PO-86172,"HVAC maintenance 2025-09",IT-REFRESH,"Ad-hoc request"
INV-2025-02632,V1013,C2009,4000,2025-03-14,2025-03-16,2025-03-15,EUR,3316.38,232.15,V1,500100,CC3020,PC4000,ZN14,PO-98391,"Landscaping",MAINT-Q1,"Partial delivery"
INV-2025-02633,V1013,C2009,4000,2025-09-27,2025-09-28,2025-09-28,USD,87268.22,17453.64,A1,600100,CC1030,PC3000,ZN60,PO-89925,"Marketing materials 2025-09",MAINT-Q4,"Progress billing"
INV-2025-02634,V1002,C2009,3000,2025-11-17,2025-11-21,2025-11-17,SGD,426142.41,85228.48,A2,400500,CC2030,PC4000,ZN14,PO-86247,"Safety equipment",FACILITIES,"Retainer fee"
INV-2025-02635,V1009,C2013,3000,2025-11-26,2025-11-29,2025-11-27,CAD,369069.47,36906.95,A1,400300,CC1040,PC2000,ZN14,PO-92646,"Vehicle leasing",PROJECT-THETA,"Standard order"
INV-2025-02636,V1014,C2004,2000,2025-10-07,2025-10-09,2025-10-10,JPY,252782.88,0.00,V0,500200,CC1040,PC2003,ZN90,PO-80838,"Staff training",R&D-PHASE2,"Emergency repair"
INV-2025-02637,V1012,C2014,1000,2025-07-08,2025-07-08,2025-07-09,GBP,4183.08,209.15,A2,500300,CC2010,,ZB01,PO-97475,"Travel expenses",MKT-CAMPAIGN,"Annual renewal"
INV-2026-02638,V1014,C2013,2000,2026-01-15,2026-01-19,2026-01-18,EUR,87745.61,17549.12,V2,500200,CC1030,PC2003,ZB01,PO-85472,"Network infrastructure",PROJECT-ALPHA,"Commission payment"
INV-2025-02639,V1005,C2014,2000,2025-02-28,2025-03-05,2025-02-28,CAD,374668.11,0.00,V0,400200,CC2030,PC3000,ZN90,PO-81894,"Courier services",PROJECT-ZETA,"Retainer fee"
INV-2025-02640,V1013,C2015,2000,2025-03-07,2025-03-07,2025-03-08,CHF,40608.18,2842.57,V1,600200,CC3010,PC3000,ZN14,PO-86728,"Consulting services",PROJECT-DELTA,"Phase 1 delivery"
INV-2026-02641,V1007,C2005,1000,2026-02-17,2026-02-20,2026-02-18,GBP,406802.33,28476.16,A1,400500,CC1010,PC3001,ZN45,PO-91585,"Audit fees",PROJECT-GAMMA,"Project milestone payment"
INV-2025-02642,V1020,C2009,3000,2025-12-29,2026-01-01,2026-01-01,SGD,11421.93,571.10,A2,400400,CC1020,PC2000,ZN30,PO-83800,"Printing costs 2025-12",MAINT-Q2,"Scheduled maintenance"
INV-2025-02643,V1002,C2007,1000,2025-10-16,2025-10-17,2025-10-19,AUD,231988.33,34798.25,V3,400500,CC3020,PC3000,,PO-94126,"Recruitment costs",FACILITIES,"Standard order"
INV-2026-02644,V1017,C2005,3000,2026-03-08,2026-03-13,2026-03-09,CHF,351515.97,17575.80,V1,600200,CC3010,PC2002,ZN60,PO-86891,"Data centre costs",MAINT-Q3,"Monthly service fee"
INV-2026-02645,V1006,C2002,2000,2026-01-19,2026-01-20,2026-01-22,SGD,194537.37,9726.87,V3,500100,CC3010,,ZB02,PO-97096,"Courier services",HR-ONBOARD,"Standard order"
INV-2025-02646,V1015,C2009,3000,2025-01-24,2025-01-29,2025-01-25,JPY,431836.72,0.00,V0,400500,CC1040,PC2003,ZN30,PO-83488,"Office supplies 2025-01",OPEX-2026,"Annual renewal"
INV-2025-02647,V1020,C2011,3000,2025-05-06,2025-05-06,2025-05-06,USD,180452.85,0.00,V0,400100,CC1030,PC3000,ZN45,PO-82165,"Fire safety inspection 2025-05",HR-ONBOARD,"Advance payment"
INV-2025-02648,V1010,C2008,3000,2025-06-13,2025-06-18,2025-06-16,CAD,138912.88,0.00,V0,700200,CC2020,PC4000,ZN45,PO-98932,"Marketing materials",FACILITIES,"Partial delivery"
INV-2025-02649,V1001,C2015,1000,2025-03-25,2025-03-25,2025-03-28,EUR,57570.06,11514.01,V2,400100,CC2020,PC3001,ZB01,PO-86470,"Mail handling",R&D-PHASE1,"Advance payment"
INV-2026-02650,V1006,C2011,3000,2026-01-03,2026-01-06,2026-01-05,CHF,349059.46,34905.95,A1,600100,CC1020,PC2003,,,"Water treatment",PROJECT-ALPHA,"Quarterly invoice"
INV-2025-02651,V1017,C2006,4000,2025-01-12,2025-01-12,2025-01-13,CAD,346531.82,34653.18,A1,500100,CC3010,PC2002,ZB01,PO-99116,"Staff training 2025-01",PROJECT-THETA,"Scheduled maintenance"
INV-2026-02652,V1014,C2003,2000,2026-02-05,2026-02-07,2026-02-08,SGD,378068.86,56710.33,A1,600100,CC3020,PC2002,ZN60,PO-99392,"Reception services",OPEX-2026,"Volume discount"
INV-2025-02653,V9999,,,2025-12-06,2025-12-06,2025-12-06,SGD,109755.69,21951.14,A1,999999,CC0000,PC3001,ZN60,PO-98928,"Elevator servicing",PROJECT-ETA,"Quality inspection"
INV-2025-02654,V1008,C2012,1000,2025-02-05,2025-02-05,2025-02-06,CHF,339098.80,0.00,V0,400400,CC1040,PC4000,ZN45,PO-92479,"Insurance premium",R&D-PHASE2,"Service completion"
INV-2025-02655,V1012,C2007,1000,2025-08-21,2025-08-22,2025-08-21,USD,112307.77,0.00,V0,500300,CC1020,PC2003,ZB01,PO-93163,"Courier services",HR-ONBOARD,"Quarterly invoice"
INV-2025-02656,V1003,C2007,3000,2025-03-26,2025-03-28,2025-03-28,SGD,288046.06,0.00,V0,500200,CC3020,PC2002,ZN60,PO-90845,"Printing costs 2025-03",MAINT-Q4,"Partial delivery"
INV-2026-01246,V9999,C9999,,2025-08-18,2025-08-18,2025-08-19,CHF,265122.71,18558.59,V3,,CC_INVALID,PC3000,ZB02,PO-87704,"Parking management",MAINT-Q4,"Final settlement"
INV-2025-02658,V1012,C2003,1000,2025-05-31,2025-06-05,2025-06-03,CAD,335780.21,16789.01,V3,400500,CC2020,PC2001,ZN45,PO-81876,"Network infrastructure",PROJECT-EPSILON,"Full delivery"
INV-2025-02659,V1014,C2005,4000,2025-10-01,2025-10-06,2025-10-03,CHF,94801.86,0.00,V0,500200,CC1040,PC2002,ZN90,PO-85740,"Fire safety inspection 2025-10",MKT-CAMPAIGN,"Partial delivery"
INV-2025-02660,V1018,C2010,3000,2025-05-14,2025-05-14,2025-05-16,CAD,44470.61,4447.06,A1,400300,CC3020,PC3000,ZN45,PO-93313,"Professional services",R&D-PHASE1,"Phase 2 delivery"
INV-2025-02661,V1004,C2004,4000,2025-01-20,2025-01-21,2025-01-22,AUD,294178.49,44126.77,V3,400400,CC3020,PC2003,ZN60,PO-84264,"Network infrastructure 2025-01",PROJECT-ETA,"Early payment discount"
INV-2026-02662,V1008,C2001,1000,2026-01-12,2026-01-15,2026-01-13,SGD,337199.84,16859.99,A2,400200,CC1020,PC3001,ZN90,,"Catering services",CAPEX-2026,"Rework charges"
INV-2026-02663,V1018,C2012,2000,2026-01-11,2026-01-14,2026-01-13,USD,64676.07,6467.61,A1,400100,CC2010,PC2000,ZN45,,"Safety equipment 2026-01",R&D-PHASE2,"Phase 2 delivery"
INV-2025-02664,V1016,C2011,3000,2025-04-09,2025-04-14,2025-04-11,GBP,459737.02,32181.59,A2,400500,CC2030,PC3000,ZN14,PO-91449,"Parking management 2025-04",PROJECT-THETA,"Ad-hoc request"
INV-2026-02665,V1011,C2008,3000,2026-01-25,2026-01-28,2026-01-27,USD,313447.45,62689.49,A1,400200,CC3020,PC2002,ZN90,PO-97567,"Cleaning services",MAINT-Q4,"Partial delivery"
INV-2026-02666,V1006,C2013,2000,2026-01-21,2026-01-24,2026-01-23,GBP,262723.49,13136.17,V1,500100,CC2010,PC3000,ZB01,PO-97743,"Server equipment",MAINT-Q1,"Late delivery penalty"
INV-2026-02667,V1004,C2013,3000,2026-02-06,2026-02-09,2026-02-08,CHF,473843.50,0.00,V0,400100,CC1020,PC3000,,PO-99128,"Equipment rental",PROJECT-BETA,"Standard order"
INV-2025-02668,V1011,C2004,2000,2025-01-13,2025-01-16,2025-01-13,JPY,345832.70,51874.90,A1,500200,CC2030,PC2001,ZN45,PO-86423,"Energy costs",MKT-CAMPAIGN,"Rebate claim"
INV-2025-02669,V1008,C2004,4000,2025-09-23,2025-09-28,2025-09-24,SGD,24677.47,1727.42,V2,700100,CC1010,PC3001,ZB02,PO-89074,"Lab equipment",R&D-PHASE2,"One-time purchase"
INV-2025-02670,V1020,C2006,2000,2025-02-01,2025-02-02,2025-02-04,GBP,295010.87,29501.09,A2,500300,CC3020,PC3001,ZN45,PO-94585,"Catering services",HR-ONBOARD,"Credit note adjustment"
INV-2025-02671,V1006,C2011,2000,2025-07-02,2025-07-02,2025-07-04,EUR,365049.75,0.00,V0,600200,CC1040,PC2002,,PO-91714,"Subscription fees",MAINT-Q4,"Final settlement"
INV-2025-02672,V1008,C2007,2000,2025-07-21,2025-07-21,2025-07-21,EUR,219644.24,10982.21,V1,700100,CC2010,,ZN60,PO-84740,"Professional services",PROJECT-BETA,"Advance payment"
INV-2025-02673,V1002,C2002,4000,2025-01-11,2025-01-16,2025-01-13,CAD,109269.73,5463.49,V2,500100,CC1010,PC3001,ZB02,PO-92486,"Cleaning services",CAPEX-2026,"Advance payment"
INV-2025-02674,V1005,C2013,1000,2025-12-28,2025-12-31,2025-12-29,CHF,113567.48,11356.75,V1,400100,CC2010,PC2000,ZB01,PO-81067,"Insurance premium 2025-12",PROJECT-DELTA,"Partial delivery"
,V1005,C2011,4000,2025-01-19,2025-01-24,2025-01-22,CAD,2831.48,566.30,V3,400200,CC1040,PC2003,ZN14,PO-85818,"Water treatment",R&D-PHASE1,"Final settlement"
